"","DATE","Tmax","Tmin","Year","Month","Day","JDay","Hour","Temp"
"8110",2021-11-01 08:00:00,19.75,12.7916666666667,2021,11,1,305,8,14.375
"8210",2021-11-01 09:00:00,19.75,12.7916666666667,2021,11,1,305,9,15.75
"8310",2021-11-01 10:00:00,19.75,12.7916666666667,2021,11,1,305,10,18.4166666666667
"8410",2021-11-01 11:00:00,19.75,12.7916666666667,2021,11,1,305,11,18.125
"8510",2021-11-01 12:00:00,19.75,12.7916666666667,2021,11,1,305,12,18.75
"8610",2021-11-01 13:00:00,19.75,12.7916666666667,2021,11,1,305,13,18.4583333333333
"8710",2021-11-01 14:00:00,19.75,12.7916666666667,2021,11,1,305,14,19.75
"8810",2021-11-01 15:00:00,19.75,12.7916666666667,2021,11,1,305,15,18.5833333333333
"8910",2021-11-01 16:00:00,19.75,12.7916666666667,2021,11,1,305,16,18.375
"9010",2021-11-01 17:00:00,19.75,12.7916666666667,2021,11,1,305,17,17.8333333333333
"9110",2021-11-01 18:00:00,19.75,12.7916666666667,2021,11,1,305,18,16.375
"9210",2021-11-01 19:00:00,19.75,12.7916666666667,2021,11,1,305,19,15.6666666666667
"9310",2021-11-01 20:00:00,19.75,12.7916666666667,2021,11,1,305,20,15.4583333333333
"9410",2021-11-01 21:00:00,19.75,12.7916666666667,2021,11,1,305,21,14.9583333333333
"9510",2021-11-01 22:00:00,19.75,12.7916666666667,2021,11,1,305,22,14.3333333333333
"9610",2021-11-01 23:00:00,19.75,12.7916666666667,2021,11,1,305,23,14.0833333333333
"9710",2021-11-02 00:00:00,27.125,13,2021,11,2,306,0,14.375
"9810",2021-11-02 01:00:00,27.125,13,2021,11,2,306,1,14.75
"9910",2021-11-02 02:00:00,27.125,13,2021,11,2,306,2,15.0833333333333
"10010",2021-11-02 03:00:00,27.125,13,2021,11,2,306,3,15.0416666666667
"10110",2021-11-02 04:00:00,27.125,13,2021,11,2,306,4,14.875
"10210",2021-11-02 05:00:00,27.125,13,2021,11,2,306,5,14.8333333333333
"10310",2021-11-02 06:00:00,27.125,13,2021,11,2,306,6,14.6666666666667
"10410",2021-11-02 07:00:00,27.125,13,2021,11,2,306,7,14.5833333333333
"10510",2021-11-02 08:00:00,27.125,13,2021,11,2,306,8,14.1666666666667
"10610",2021-11-02 09:00:00,27.125,13,2021,11,2,306,9,15.875
"10710",2021-11-02 10:00:00,27.125,13,2021,11,2,306,10,22.125
"10810",2021-11-02 11:00:00,27.125,13,2021,11,2,306,11,22.9583333333333
"10910",2021-11-02 12:00:00,27.125,13,2021,11,2,306,12,26.3333333333333
"11010",2021-11-02 13:00:00,27.125,13,2021,11,2,306,13,24.0833333333333
"11110",2021-11-02 14:00:00,27.125,13,2021,11,2,306,14,27.125
"11210",2021-11-02 15:00:00,27.125,13,2021,11,2,306,15,26
"11310",2021-11-02 16:00:00,27.125,13,2021,11,2,306,16,26.1666666666667
"11410",2021-11-02 17:00:00,27.125,13,2021,11,2,306,17,23
"11510",2021-11-02 18:00:00,27.125,13,2021,11,2,306,18,18.8333333333333
"11610",2021-11-02 19:00:00,27.125,13,2021,11,2,306,19,16.125
"11710",2021-11-02 20:00:00,27.125,13,2021,11,2,306,20,14.7083333333333
"11810",2021-11-02 21:00:00,27.125,13,2021,11,2,306,21,13.8333333333333
"11910",2021-11-02 22:00:00,27.125,13,2021,11,2,306,22,13.375
"12010",2021-11-02 23:00:00,27.125,13,2021,11,2,306,23,13
"12110",2021-11-03 00:00:00,28.9583333333333,10.125,2021,11,3,307,0,12.5
"12210",2021-11-03 01:00:00,28.9583333333333,10.125,2021,11,3,307,1,12.0833333333333
"12310",2021-11-03 02:00:00,28.9583333333333,10.125,2021,11,3,307,2,11.9166666666667
"12410",2021-11-03 03:00:00,28.9583333333333,10.125,2021,11,3,307,3,11.625
"12510",2021-11-03 04:00:00,28.9583333333333,10.125,2021,11,3,307,4,11.25
"12610",2021-11-03 05:00:00,28.9583333333333,10.125,2021,11,3,307,5,11
"12710",2021-11-03 06:00:00,28.9583333333333,10.125,2021,11,3,307,6,10.8333333333333
"12810",2021-11-03 07:00:00,28.9583333333333,10.125,2021,11,3,307,7,10.125
"12910",2021-11-03 08:00:00,28.9583333333333,10.125,2021,11,3,307,8,10.125
"13010",2021-11-03 09:00:00,28.9583333333333,10.125,2021,11,3,307,9,12.2083333333333
"13110",2021-11-03 10:00:00,28.9583333333333,10.125,2021,11,3,307,10,21.2916666666667
"13210",2021-11-03 11:00:00,28.9583333333333,10.125,2021,11,3,307,11,24.4583333333333
"13310",2021-11-03 12:00:00,28.9583333333333,10.125,2021,11,3,307,12,27.5416666666667
"13410",2021-11-03 13:00:00,28.9583333333333,10.125,2021,11,3,307,13,28.375
"13510",2021-11-03 14:00:00,28.9583333333333,10.125,2021,11,3,307,14,28.9583333333333
"13610",2021-11-03 15:00:00,28.9583333333333,10.125,2021,11,3,307,15,28.375
"13710",2021-11-03 16:00:00,28.9583333333333,10.125,2021,11,3,307,16,26.7916666666667
"13810",2021-11-03 17:00:00,28.9583333333333,10.125,2021,11,3,307,17,24.4583333333333
"13910",2021-11-03 18:00:00,28.9583333333333,10.125,2021,11,3,307,18,20.1666666666667
"14010",2021-11-03 19:00:00,28.9583333333333,10.125,2021,11,3,307,19,17.4166666666667
"14110",2021-11-03 20:00:00,28.9583333333333,10.125,2021,11,3,307,20,16.0833333333333
"14210",2021-11-03 21:00:00,28.9583333333333,10.125,2021,11,3,307,21,15.5416666666667
"14310",2021-11-03 22:00:00,28.9583333333333,10.125,2021,11,3,307,22,15.125
"14410",2021-11-03 23:00:00,28.9583333333333,10.125,2021,11,3,307,23,14.6666666666667
"14510",2021-11-04 00:00:00,28.625,11.2916666666667,2021,11,4,308,0,14.5833333333333
"14610",2021-11-04 01:00:00,28.625,11.2916666666667,2021,11,4,308,1,15.0833333333333
"14710",2021-11-04 02:00:00,28.625,11.2916666666667,2021,11,4,308,2,16.0833333333333
"14810",2021-11-04 03:00:00,28.625,11.2916666666667,2021,11,4,308,3,16.0833333333333
"14910",2021-11-04 04:00:00,28.625,11.2916666666667,2021,11,4,308,4,15.5416666666667
"15010",2021-11-04 05:00:00,28.625,11.2916666666667,2021,11,4,308,5,15.2916666666667
"15110",2021-11-04 06:00:00,28.625,11.2916666666667,2021,11,4,308,6,15.2083333333333
"15210",2021-11-04 07:00:00,28.625,11.2916666666667,2021,11,4,308,7,14.5833333333333
"15310",2021-11-04 08:00:00,28.625,11.2916666666667,2021,11,4,308,8,14.5
"15410",2021-11-04 09:00:00,28.625,11.2916666666667,2021,11,4,308,9,16.5
"15510",2021-11-04 10:00:00,28.625,11.2916666666667,2021,11,4,308,10,20.125
"15610",2021-11-04 11:00:00,28.625,11.2916666666667,2021,11,4,308,11,23.7916666666667
"15710",2021-11-04 12:00:00,28.625,11.2916666666667,2021,11,4,308,12,26.8333333333333
"15810",2021-11-04 13:00:00,28.625,11.2916666666667,2021,11,4,308,13,27.625
"15910",2021-11-04 14:00:00,28.625,11.2916666666667,2021,11,4,308,14,28.625
"16010",2021-11-04 15:00:00,28.625,11.2916666666667,2021,11,4,308,15,26.3333333333333
"16110",2021-11-04 16:00:00,28.625,11.2916666666667,2021,11,4,308,16,25.9166666666667
"16210",2021-11-04 17:00:00,28.625,11.2916666666667,2021,11,4,308,17,23.4583333333333
"16310",2021-11-04 18:00:00,28.625,11.2916666666667,2021,11,4,308,18,18.875
"16410",2021-11-04 19:00:00,28.625,11.2916666666667,2021,11,4,308,19,15.3333333333333
"16510",2021-11-04 20:00:00,28.625,11.2916666666667,2021,11,4,308,20,13.7083333333333
"16610",2021-11-04 21:00:00,28.625,11.2916666666667,2021,11,4,308,21,12.5416666666667
"16710",2021-11-04 22:00:00,28.625,11.2916666666667,2021,11,4,308,22,11.875
"16810",2021-11-04 23:00:00,28.625,11.2916666666667,2021,11,4,308,23,11.2916666666667
"16910",2021-11-05 00:00:00,24.0416666666667,7.625,2021,11,5,309,0,10.8333333333333
"17010",2021-11-05 01:00:00,24.0416666666667,7.625,2021,11,5,309,1,10.125
"17110",2021-11-05 02:00:00,24.0416666666667,7.625,2021,11,5,309,2,9.54166666666667
"17210",2021-11-05 03:00:00,24.0416666666667,7.625,2021,11,5,309,3,9.08333333333333
"17310",2021-11-05 04:00:00,24.0416666666667,7.625,2021,11,5,309,4,8.625
"17410",2021-11-05 05:00:00,24.0416666666667,7.625,2021,11,5,309,5,8.375
"17510",2021-11-05 06:00:00,24.0416666666667,7.625,2021,11,5,309,6,8.04166666666667
"17610",2021-11-05 07:00:00,24.0416666666667,7.625,2021,11,5,309,7,7.625
"17710",2021-11-05 08:00:00,24.0416666666667,7.625,2021,11,5,309,8,8.70833333333333
"17810",2021-11-05 09:00:00,24.0416666666667,7.625,2021,11,5,309,9,10.7916666666667
"17910",2021-11-05 10:00:00,24.0416666666667,7.625,2021,11,5,309,10,12.625
"18010",2021-11-05 11:00:00,24.0416666666667,7.625,2021,11,5,309,11,15.25
"18110",2021-11-05 12:00:00,24.0416666666667,7.625,2021,11,5,309,12,19.1666666666667
"18210",2021-11-05 13:00:00,24.0416666666667,7.625,2021,11,5,309,13,22.125
"18310",2021-11-05 14:00:00,24.0416666666667,7.625,2021,11,5,309,14,24.0416666666667
"18410",2021-11-05 15:00:00,24.0416666666667,7.625,2021,11,5,309,15,23.0833333333333
"18510",2021-11-05 16:00:00,24.0416666666667,7.625,2021,11,5,309,16,22.25
"18610",2021-11-05 17:00:00,24.0416666666667,7.625,2021,11,5,309,17,19
"18710",2021-11-05 18:00:00,24.0416666666667,7.625,2021,11,5,309,18,16.25
"18810",2021-11-05 19:00:00,24.0416666666667,7.625,2021,11,5,309,19,14.7916666666667
"18910",2021-11-05 20:00:00,24.0416666666667,7.625,2021,11,5,309,20,13.7083333333333
"19010",2021-11-05 21:00:00,24.0416666666667,7.625,2021,11,5,309,21,13.0416666666667
"19110",2021-11-05 22:00:00,24.0416666666667,7.625,2021,11,5,309,22,13.0833333333333
"19210",2021-11-05 23:00:00,24.0416666666667,7.625,2021,11,5,309,23,13.0416666666667
"19310",2021-11-06 00:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,0,12.4166666666667
"19410",2021-11-06 01:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,1,12.25
"19510",2021-11-06 02:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,2,12.1666666666667
"19610",2021-11-06 03:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,3,12
"19710",2021-11-06 04:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,4,11.2916666666667
"19810",2021-11-06 05:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,5,10.9583333333333
"19910",2021-11-06 06:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,6,10.9583333333333
"20010",2021-11-06 07:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,7,11.0833333333333
"20110",2021-11-06 08:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,8,11.2083333333333
"20210",2021-11-06 09:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,9,12.9583333333333
"20310",2021-11-06 10:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,10,14.0416666666667
"20410",2021-11-06 11:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,11,16.3333333333333
"20510",2021-11-06 12:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,12,17.625
"20610",2021-11-06 13:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,13,17.1666666666667
"20710",2021-11-06 14:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,14,18.7916666666667
"20810",2021-11-06 15:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,15,22.5833333333333
"20910",2021-11-06 16:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,16,22
"21010",2021-11-06 17:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,17,19.0416666666667
"21110",2021-11-06 18:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,18,15.9166666666667
"21210",2021-11-06 19:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,19,13.7083333333333
"21310",2021-11-06 20:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,20,12.7083333333333
"21410",2021-11-06 21:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,21,12.5416666666667
"21510",2021-11-06 22:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,22,12.1666666666667
"21610",2021-11-06 23:00:00,22.5833333333333,10.9583333333333,2021,11,6,310,23,11.5
"21710",2021-11-07 00:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,0,11.0416666666667
"21810",2021-11-07 01:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,1,9.875
"21910",2021-11-07 02:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,2,9.16666666666667
"22010",2021-11-07 03:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,3,8.875
"22110",2021-11-07 04:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,4,8.5
"22210",2021-11-07 05:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,5,7.45833333333333
"22310",2021-11-07 06:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,6,6.45833333333333
"22410",2021-11-07 07:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,7,6.79166666666667
"22510",2021-11-07 08:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,8,9.25
"22610",2021-11-07 09:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,9,15.2083333333333
"22710",2021-11-07 10:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,10,18.6666666666667
"22810",2021-11-07 11:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,11,20.0416666666667
"22910",2021-11-07 12:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,12,20.9166666666667
"23010",2021-11-07 13:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,13,21.875
"23110",2021-11-07 14:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,14,22.2083333333333
"23210",2021-11-07 15:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,15,20.25
"23310",2021-11-07 16:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,16,18.0833333333333
"23410",2021-11-07 17:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,17,13.5
"23510",2021-11-07 18:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,18,10.0416666666667
"23610",2021-11-07 19:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,19,8.83333333333333
"23710",2021-11-07 20:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,20,8.375
"23810",2021-11-07 21:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,21,7.54166666666667
"23910",2021-11-07 22:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,22,7.95833333333333
"24010",2021-11-07 23:00:00,22.2083333333333,6.45833333333333,2021,11,7,311,23,6.875
"241",2021-11-08 00:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,0,6.875
"242",2021-11-08 01:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,1,7.20833333333333
"243",2021-11-08 02:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,2,7.625
"244",2021-11-08 03:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,3,7.5
"245",2021-11-08 04:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,4,7.45833333333333
"246",2021-11-08 05:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,5,6.375
"247",2021-11-08 06:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,6,5.33333333333333
"248",2021-11-08 07:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,7,4.83333333333333
"249",2021-11-08 08:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,8,7.45833333333333
"250",2021-11-08 09:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,9,15.625
"251",2021-11-08 10:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,10,18.0416666666667
"252",2021-11-08 11:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,11,20.375
"253",2021-11-08 12:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,12,22.375
"254",2021-11-08 13:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,13,24.2083333333333
"255",2021-11-08 14:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,14,21.0416666666667
"256",2021-11-08 15:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,15,18
"257",2021-11-08 16:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,16,15.6666666666667
"258",2021-11-08 17:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,17,14.125
"259",2021-11-08 18:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,18,13.5833333333333
"260",2021-11-08 19:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,19,12.7083333333333
"261",2021-11-08 20:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,20,11.9583333333333
"262",2021-11-08 21:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,21,11.5833333333333
"263",2021-11-08 22:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,22,11.5833333333333
"264",2021-11-08 23:00:00,24.2083333333333,4.83333333333333,2021,11,8,312,23,11.6666666666667
"265",2021-11-09 00:00:00,17,10.625,2021,11,9,313,0,12.0416666666667
"266",2021-11-09 01:00:00,17,10.625,2021,11,9,313,1,11.9583333333333
"267",2021-11-09 02:00:00,17,10.625,2021,11,9,313,2,11.4583333333333
"268",2021-11-09 03:00:00,17,10.625,2021,11,9,313,3,11.5416666666667
"269",2021-11-09 04:00:00,17,10.625,2021,11,9,313,4,11.4583333333333
"270",2021-11-09 05:00:00,17,10.625,2021,11,9,313,5,11.2083333333333
"271",2021-11-09 06:00:00,17,10.625,2021,11,9,313,6,11.0416666666667
"272",2021-11-09 07:00:00,17,10.625,2021,11,9,313,7,11.2083333333333
"273",2021-11-09 08:00:00,17,10.625,2021,11,9,313,8,12.2083333333333
"274",2021-11-09 09:00:00,17,10.625,2021,11,9,313,9,12.2916666666667
"275",2021-11-09 10:00:00,17,10.625,2021,11,9,313,10,12.875
"276",2021-11-09 11:00:00,17,10.625,2021,11,9,313,11,14.3333333333333
"277",2021-11-09 12:00:00,17,10.625,2021,11,9,313,12,15.3333333333333
"278",2021-11-09 13:00:00,17,10.625,2021,11,9,313,13,16.7083333333333
"279",2021-11-09 14:00:00,17,10.625,2021,11,9,313,14,16.5
"280",2021-11-09 15:00:00,17,10.625,2021,11,9,313,15,17
"281",2021-11-09 16:00:00,17,10.625,2021,11,9,313,16,16.2083333333333
"282",2021-11-09 17:00:00,17,10.625,2021,11,9,313,17,15.375
"283",2021-11-09 18:00:00,17,10.625,2021,11,9,313,18,14.25
"284",2021-11-09 19:00:00,17,10.625,2021,11,9,313,19,14.0833333333333
"285",2021-11-09 20:00:00,17,10.625,2021,11,9,313,20,13.5
"286",2021-11-09 21:00:00,17,10.625,2021,11,9,313,21,12.375
"287",2021-11-09 22:00:00,17,10.625,2021,11,9,313,22,11.4583333333333
"288",2021-11-09 23:00:00,17,10.625,2021,11,9,313,23,10.625
"289",2021-11-10 00:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,0,10.2916666666667
"290",2021-11-10 01:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,1,10.6666666666667
"291",2021-11-10 02:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,2,12.0833333333333
"292",2021-11-10 03:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,3,12.375
"293",2021-11-10 04:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,4,12.4166666666667
"294",2021-11-10 05:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,5,12.2083333333333
"295",2021-11-10 06:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,6,12.125
"296",2021-11-10 07:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,7,12.4166666666667
"297",2021-11-10 08:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,8,13.7916666666667
"298",2021-11-10 09:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,9,15.5416666666667
"299",2021-11-10 10:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,10,18.2083333333333
"300",2021-11-10 11:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,11,22.875
"301",2021-11-10 12:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,12,23.9166666666667
"302",2021-11-10 13:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,13,23.2916666666667
"303",2021-11-10 14:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,14,22.9166666666667
"304",2021-11-10 15:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,15,22.1666666666667
"305",2021-11-10 16:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,16,20.1666666666667
"306",2021-11-10 17:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,17,16.75
"307",2021-11-10 18:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,18,15
"308",2021-11-10 19:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,19,14.0416666666667
"309",2021-11-10 20:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,20,13.375
"310",2021-11-10 21:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,21,12.8333333333333
"311",2021-11-10 22:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,22,12.3333333333333
"312",2021-11-10 23:00:00,23.9166666666667,10.2916666666667,2021,11,10,314,23,11.9583333333333
"313",2021-11-11 00:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,0,11.625
"314",2021-11-11 01:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,1,11.2083333333333
"315",2021-11-11 02:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,2,10.7083333333333
"316",2021-11-11 03:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,3,10.4166666666667
"317",2021-11-11 04:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,4,9.75
"318",2021-11-11 05:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,5,9.16666666666667
"319",2021-11-11 06:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,6,8.66666666666667
"320",2021-11-11 07:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,7,8.70833333333333
"321",2021-11-11 08:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,8,10.8333333333333
"322",2021-11-11 09:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,9,18.6666666666667
"323",2021-11-11 10:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,10,21.8333333333333
"324",2021-11-11 11:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,11,24.4166666666667
"325",2021-11-11 12:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,12,25.6666666666667
"326",2021-11-11 13:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,13,27.3333333333333
"327",2021-11-11 14:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,14,26.3333333333333
"328",2021-11-11 15:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,15,25.0833333333333
"329",2021-11-11 16:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,16,22.6666666666667
"330",2021-11-11 17:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,17,17.0416666666667
"331",2021-11-11 18:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,18,14.8333333333333
"332",2021-11-11 19:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,19,13.5416666666667
"333",2021-11-11 20:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,20,12.875
"334",2021-11-11 21:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,21,12.1666666666667
"335",2021-11-11 22:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,22,11.5833333333333
"336",2021-11-11 23:00:00,27.3333333333333,8.66666666666667,2021,11,11,315,23,11.5
"337",2021-11-12 00:00:00,20.8333333333333,9,2021,11,12,316,0,11.2083333333333
"338",2021-11-12 01:00:00,20.8333333333333,9,2021,11,12,316,1,11.0416666666667
"339",2021-11-12 02:00:00,20.8333333333333,9,2021,11,12,316,2,10.5416666666667
"340",2021-11-12 03:00:00,20.8333333333333,9,2021,11,12,316,3,9.83333333333333
"341",2021-11-12 04:00:00,20.8333333333333,9,2021,11,12,316,4,9.08333333333333
"342",2021-11-12 05:00:00,20.8333333333333,9,2021,11,12,316,5,9
"343",2021-11-12 06:00:00,20.8333333333333,9,2021,11,12,316,6,9.125
"344",2021-11-12 07:00:00,20.8333333333333,9,2021,11,12,316,7,9.70833333333333
"345",2021-11-12 08:00:00,20.8333333333333,9,2021,11,12,316,8,11.6666666666667
"346",2021-11-12 09:00:00,20.8333333333333,9,2021,11,12,316,9,13.8333333333333
"347",2021-11-12 10:00:00,20.8333333333333,9,2021,11,12,316,10,15.375
"348",2021-11-12 11:00:00,20.8333333333333,9,2021,11,12,316,11,16.9166666666667
"349",2021-11-12 12:00:00,20.8333333333333,9,2021,11,12,316,12,18.7916666666667
"350",2021-11-12 13:00:00,20.8333333333333,9,2021,11,12,316,13,19.8333333333333
